startup_name,founded_year,country,continent,industry,funding_stage,funding_stage_group,size_employees,size_revenue,size_funding,size_valuation,tech_stack,total_funding_millions,number_employees,annual_revenue_millions,valuation_billions,customers_millions,social_media_followers,revenue_per_employee,funding_per_employee,valuation_per_employee,revenue_per_customer,funding_per_customer,valuation_per_customer,funding_to_revenue,valuation_to_revenue,revenue_to_funding,followers_per_customer,success_score,acquired,ipo,cluster,ratio_cluster_new,ratio_pca1_new,ratio_pca2_new
Startup_656,2000-01-01,Brazil,South America,Logistics,Series B,Growth Stage,Small,High,High,High,"C++, ML",295.0,1013.0,852.0,33.8,31.0,2181374.0,0.8402366863905325,0.29092702169625245,33.333333333333336,26.625,9.21875,1056.25,0.34583821805392734,39.624853458382184,2.8783783783783785,68167.9375,2.0,0,0,4,1,-0.06581366211996045,-0.0272518698658799
Startup_657,2016-01-01,USA,North America,Logistics,Series C,Growth Stage,Large,Low,Medium,Low,"Java, Spring",176.0,3907.0,48.0,7.59,74.0,3607358.0,0.012282497441146366,0.04503582395087001,1.942169907881269,0.64,2.3466666666666667,101.2,3.5918367346938775,154.89795918367346,0.2711864406779661,48098.10666666667,8.0,1,1,1,1,-0.8408341151454184,-0.2967854990144538
Startup_658,2014-01-01,Germany,Europe,FinTech,Series C,Growth Stage,Large,Low,High,High,"Node.js, React",344.0,4132.0,93.0,35.72,70.0,645253.0,0.02250181466247278,0.08323251875151222,8.642632470360512,1.3098591549295775,4.845070422535211,503.09859154929575,3.6595744680851063,380.0,0.26956521739130435,9088.070422535211,9.0,1,1,1,1,-0.7687978980296475,-0.2647685924655256
Startup_659,2003-01-01,Australia,Oceania,Logistics,Seed,Early Stage,Medium,High,High,High,"Node.js, React",488.0,1962.0,649.0,28.6,77.0,3152781.0,0.3306164034640856,0.24859908303616912,14.56953642384106,8.320512820512821,6.256410256410256,366.6666666666667,0.7507692307692307,44.0,1.32719836400818,40420.269230769234,3.0,0,0,1,1,-0.6082717478442573,-0.1576263938478983
Startup_660,2011-01-01,Australia,Oceania,FoodTech,Series A,Growth Stage,Large,Medium,High,Medium,"PHP, Laravel",395.0,3376.0,302.0,19.29,19.0,477201.0,0.08942848682262364,0.11696772283091501,5.712170565590761,15.1,19.75,964.5,1.3036303630363035,63.663366336633665,0.7626262626262627,23860.05,5.0,0,0,4,1,-0.081301199332082,-0.2525496333965426
Startup_661,2001-01-01,India,Asia,Logistics,Series C,Growth Stage,Small,Low,High,Low,"Java, Spring",342.0,393.0,137.0,3.58,1.0,1206504.0,0.3477157360406091,0.868020304568528,9.086294416243655,68.5,171.0,1790.0,2.4782608695652173,25.942028985507246,0.39941690962099125,603252.0,2.0,0,1,0,3,6.054424917146742,0.0004919926269317384
Startup_662,2014-01-01,Japan,Asia,EdTech,Seed,Early Stage,Small,High,High,High,"Node.js, React",314.0,120.0,965.0,49.7,67.0,1140357.0,7.975206611570248,2.5950413223140494,410.74380165289256,14.191176470588236,4.617647058823529,730.8823529411765,0.3250517598343685,51.44927536231884,3.0634920634920637,16769.95588235294,8.0,1,1,1,1,-0.5371627041597671,2.597345520588001
Startup_663,2008-01-01,Japan,Asia,EdTech,Series A,Growth Stage,Large,High,High,High,"C++, ML",315.0,3625.0,553.0,28.87,32.0,3106481.0,0.1525096525096525,0.08687258687258688,7.961941533370105,16.757575757575758,9.545454545454545,874.8484848484849,0.5685920577617328,52.111913357400724,1.75,94135.78787878787,9.0,0,1,4,1,-0.15689106759760632,-0.24996780171953026
Startup_664,2004-01-01,USA,North America,Gaming,Series A,Growth Stage,Medium,Low,High,Low,"Java, Spring",286.0,2357.0,225.0,6.65,27.0,1023147.0,0.09541984732824428,0.12128922815945717,2.820186598812553,8.035714285714286,10.214285714285714,237.5,1.2654867256637168,29.424778761061948,0.7839721254355401,36540.96428571428,7.0,1,1,4,1,-0.555148316760758,-0.2582041076281961
Startup_665,2003-01-01,UK,Europe,Tech,Series A,Growth Stage,Small,Low,Medium,High,"Python, AI",157.0,1145.0,40.0,43.34,19.0,4856773.0,0.034904013961605584,0.13699825479930192,37.818499127399654,2.0,7.85,2167.0,3.8292682926829267,1057.0731707317073,0.25316455696202533,242838.65,3.0,1,0,4,1,0.34482738447904016,-0.18303169857356444
Startup_666,2000-01-01,Brazil,South America,Energy,IPO,Late Stage,Small,High,Medium,Medium,"Node.js, React",150.0,656.0,748.0,23.35,32.0,1350455.0,1.1385083713850837,0.228310502283105,35.54033485540335,22.666666666666668,4.545454545454546,707.5757575757576,0.20026702269692923,31.17489986648865,4.953642384105961,40922.878787878784,3.0,1,0,4,1,-0.39092239419957664,0.0055892081703240734
Startup_667,2000-01-01,Canada,North America,AI,Series B,Growth Stage,Small,Medium,High,Medium,"Node.js, React",420.0,521.0,277.0,19.9,2.0,2889472.0,0.5306513409961686,0.8045977011494253,38.122605363984675,92.33333333333333,140.0,6633.333333333333,1.5107913669064748,71.58273381294964,0.6579572446555819,963157.3333333334,6.0,1,1,0,3,7.723723541592121,0.06011033156222048
Startup_668,2001-01-01,UK,Europe,FoodTech,IPO,Late Stage,Large,High,Low,Low,"PHP, Laravel",16.0,4396.0,619.0,3.54,58.0,3660026.0,0.1407778030475324,0.003638844666818285,0.8050943825335456,10.491525423728813,0.2711864406779661,60.0,0.025806451612903226,5.709677419354839,36.411764705882355,62034.338983050846,4.0,0,0,1,1,-0.7788799493487232,-0.2735870677511356
Startup_669,2006-01-01,USA,North America,Logistics,Series B,Growth Stage,Small,Low,High,High,"Node.js, React",468.0,335.0,48.0,28.4,23.0,4186638.0,0.14285714285714285,1.3928571428571428,84.52380952380952,2.0,19.5,1183.3333333333333,9.551020408163266,579.5918367346939,0.1023454157782516,174443.25,1.0,1,1,4,1,0.2212819842553411,0.31247805624408803
Startup_670,2002-01-01,Canada,North America,EdTech,Seed,Early Stage,Medium,Medium,Medium,High,"C++, ML",146.0,2379.0,288.0,48.44,84.0,2002030.0,0.12100840336134454,0.06134453781512605,20.352941176470587,3.388235294117647,1.7176470588235293,569.8823529411765,0.5051903114186851,167.61245674740485,1.9591836734693877,23553.29411764706,8.0,1,1,1,1,-0.7752359935975963,-0.22926919957232517
Startup_671,2003-01-01,Canada,North America,Tech,Series A,Growth Stage,Large,High,Low,High,"PHP, Laravel",111.0,4089.0,695.0,34.73,11.0,1330283.0,0.16992665036674817,0.027139364303178485,8.491442542787286,57.916666666666664,9.25,2894.1666666666665,0.15948275862068967,49.89942528735632,6.205357142857143,110856.91666666667,9.0,1,1,4,1,0.8880402259262008,-0.2652838389192254
Startup_672,2020-01-01,Brazil,South America,AI,IPO,Late Stage,Large,High,Low,Low,"Python, AI",26.0,3346.0,601.0,4.8,5.0,4956182.0,0.17956378846728413,0.007768150582611294,1.434120107559008,100.16666666666667,4.333333333333333,800.0,0.04318936877076412,7.973421926910299,22.25925925925926,826030.3333333334,9.0,1,1,4,1,2.60598581804934,-0.31312446552159456
Startup_673,2006-01-01,USA,North America,AI,Series B,Growth Stage,Large,High,High,Low,"C++, ML",333.0,2887.0,775.0,0.88,14.0,3100690.0,0.26835180055401664,0.11530470914127423,0.3047091412742382,51.666666666666664,22.2,58.666666666666664,0.42912371134020616,1.134020618556701,2.320359281437126,206712.66666666666,7.0,0,1,4,1,0.674526227097508,-0.2497822751680575
Startup_674,2007-01-01,India,Asia,Logistics,Series C,Growth Stage,Large,Low,Medium,High,"PHP, Laravel",231.0,2967.0,170.0,37.76,8.0,3270223.0,0.05727762803234501,0.07783018867924528,12.722371967654986,18.88888888888889,25.666666666666668,4195.555555555556,1.3508771929824561,220.8187134502924,0.7327586206896551,363358.1111111111,1.0,1,1,4,1,1.8051641055658925,-0.2634758918333279
Startup_675,2011-01-01,Germany,Europe,FinTech,IPO,Late Stage,Large,Low,High,High,"Python, AI",450.0,4432.0,210.0,26.74,97.0,3953286.0,0.047371982855853825,0.10151139183397248,6.032032483645387,2.142857142857143,4.591836734693878,272.85714285714283,2.132701421800948,126.72985781990522,0.4656319290465632,40339.65306122449,8.0,1,0,1,1,-0.7463215917747582,-0.26387270387786305
Startup_676,2001-01-01,China,Asia,Tech,Series B,Growth Stage,Medium,High,Medium,Low,"Python, AI",203.0,2174.0,832.0,7.85,48.0,4479765.0,0.3825287356321839,0.09333333333333334,3.6091954022988504,16.979591836734695,4.142857142857143,160.20408163265307,0.24369747899159663,9.42376950780312,4.078431372549019,91423.77551020408,6.0,1,0,1,1,-0.47728078707369553,-0.22341895589826363
Startup_677,2003-01-01,Australia,Oceania,Gaming,Series A,Growth Stage,Small,High,Low,Low,"Java, Spring",89.0,531.0,936.0,6.28,52.0,2618379.0,1.7593984962406015,0.16729323308270677,11.80451127819549,17.660377358490567,1.679245283018868,118.49056603773585,0.09498399146211313,6.702241195304162,10.4,49403.377358490565,5.0,1,1,1,1,-0.654118494894615,0.027669612459499976
Startup_678,2013-01-01,India,Asia,E-commerce,Series B,Growth Stage,Medium,High,High,High,"PHP, Laravel",281.0,1798.0,657.0,31.64,47.0,649392.0,0.36520289049471927,0.15619788771539744,17.587548638132297,13.6875,5.854166666666667,659.1666666666666,0.4270516717325228,48.08510638297872,2.3297872340425534,13529.0,3.0,0,1,1,1,-0.5502396775648586,-0.1717825298837631
Startup_679,2002-01-01,USA,North America,Tech,Seed,Early Stage,Large,Medium,Low,High,"Java, Spring",69.0,2698.0,294.0,36.2,96.0,3134609.0,0.10892923304927751,0.0255650240829937,13.41237495368655,3.0309278350515463,0.711340206185567,373.1958762886598,0.23389830508474577,122.71186440677967,4.2,32315.556701030928,8.0,0,1,1,1,-0.8338500332014236,-0.2572182407392932
Startup_680,2010-01-01,Germany,Europe,Energy,Series B,Growth Stage,Large,High,High,High,"PHP, Laravel",447.0,4040.0,858.0,31.79,73.0,662441.0,0.21232368225686712,0.11061618411284335,7.866864637465974,11.594594594594595,6.04054054054054,429.5945945945946,0.5203725261932479,37.0081490104773,1.9151785714285714,8951.905405405405,9.0,1,1,1,1,-0.6406734744533997,-0.2306668511741105
Startup_681,2015-01-01,UK,Europe,Logistics,Series A,Growth Stage,Large,Medium,Medium,Low,"Python, AI",231.0,4812.0,355.0,9.35,11.0,969828.0,0.07375857053812591,0.04799501350509038,1.9426553085393725,29.583333333333332,19.25,779.1666666666666,0.648876404494382,26.264044943820224,1.5301724137931034,80819.0,2.0,0,0,4,1,0.1837962291850624,-0.28774394032596373
Startup_682,2014-01-01,Australia,Oceania,Healthcare,Series A,Growth Stage,Small,High,High,Low,"Python, AI",390.0,233.0,725.0,6.73,88.0,3090605.0,3.0982905982905984,1.6666666666666667,28.76068376068376,8.146067415730338,4.382022471910112,75.61797752808988,0.5371900826446281,9.269972451790634,1.854219948849105,34725.89887640449,8.0,0,0,1,1,-0.7406031578484944,0.7127676818974781
Startup_683,2009-01-01,UK,Europe,E-commerce,IPO,Late Stage,Medium,Medium,High,High,"C++, ML",330.0,1278.0,312.0,28.86,18.0,3628576.0,0.2439405785770133,0.2580140734949179,22.56450351837373,16.42105263157895,17.36842105263158,1518.9473684210527,1.0543130990415335,92.20447284345047,0.9425981873111783,190977.68421052632,9.0,1,0,4,1,0.44890148766670135,-0.15479647100419897
Startup_684,2011-01-01,UK,Europe,Tech,Series B,Growth Stage,Small,Medium,High,High,"Java, Spring",289.0,69.0,327.0,40.22,3.0,2252079.0,4.671428571428572,4.128571428571429,574.5714285714286,81.75,72.25,10055.0,0.8810975609756098,122.6219512195122,1.1275862068965516,563019.75,3.0,0,1,0,3,5.741455900995453,2.9225096898303233
Startup_685,2007-01-01,China,Asia,AI,IPO,Late Stage,Small,High,High,Medium,"Python, AI",267.0,382.0,860.0,18.58,68.0,3224547.0,2.245430809399478,0.6971279373368147,48.51174934725849,12.46376811594203,3.869565217391304,269.27536231884056,0.31010452961672474,21.579558652729386,3.208955223880597,46732.565217391304,9.0,1,1,1,1,-0.6249889173391029,0.34038772092379194
Startup_686,2005-01-01,France,Europe,FinTech,Series B,Growth Stage,Small,Medium,High,High,"PHP, Laravel",274.0,841.0,442.0,39.48,17.0,4550985.0,0.5249406175771971,0.3254156769596199,46.888361045130644,24.555555555555557,15.222222222222221,2193.3333333333335,0.618510158013544,89.1196388261851,1.6072727272727272,252832.5,6.0,1,0,4,1,0.8244877696573858,-0.03931467376380028
Startup_687,2007-01-01,UK,Europe,Healthcare,Series C,Growth Stage,Large,Medium,Low,High,"Java, Spring",113.0,2604.0,444.0,42.11,1.0,4312345.0,0.17044145873320538,0.04337811900191939,16.16506717850288,222.0,56.5,21055.0,0.2539325842696629,94.62921348314607,3.8947368421052633,2156172.5,5.0,1,0,0,3,13.948652242659266,-0.32943531888437055
Startup_688,2004-01-01,UK,Europe,E-commerce,IPO,Late Stage,Medium,Medium,High,Medium,"C++, ML",256.0,2149.0,315.0,21.5,68.0,1880465.0,0.14651162790697675,0.11906976744186047,10.0,4.565217391304348,3.710144927536232,311.59420289855075,0.810126582278481,68.0379746835443,1.2256809338521402,27253.115942028984,5.0,1,1,1,1,-0.7659609381061757,-0.2336075441434862
Startup_689,2015-01-01,Brazil,South America,Energy,Series C,Growth Stage,Small,Low,High,Low,"Node.js, React",352.0,885.0,79.0,12.1,63.0,4373488.0,0.08916478555304741,0.3972911963882618,13.656884875846501,1.234375,5.5,189.0625,4.4,151.25,0.2237960339943343,68335.75,8.0,1,1,1,1,-0.6777857814955881,-0.15394967306743423
Startup_690,2010-01-01,India,Asia,Energy,Series C,Growth Stage,Large,High,Medium,Low,"Node.js, React",154.0,3628.0,500.0,2.58,95.0,785871.0,0.13777900248002203,0.04243593276384679,0.7109396527969137,5.208333333333333,1.6041666666666667,26.875,0.3073852295409182,5.149700598802395,3.225806451612903,8186.15625,7.0,0,0,1,1,-0.9344719535896834,-0.27793420832541
Startup_691,2005-01-01,France,Europe,EdTech,Series A,Growth Stage,Medium,Medium,High,High,"Node.js, React",311.0,1295.0,437.0,43.81,68.0,4314951.0,0.33719135802469136,0.23996913580246915,33.80401234567901,6.333333333333333,4.507246376811594,634.927536231884,0.7100456621004566,100.0228310502283,1.4006410256410255,62535.52173913043,5.0,1,0,1,1,-0.5511382521618028,-0.11518059112689938
Startup_692,2019-01-01,China,Asia,Tech,IPO,Late Stage,Medium,High,Low,High,"PHP, Laravel",111.0,2479.0,939.0,30.43,89.0,2552199.0,0.3786290322580645,0.044758064516129036,12.27016129032258,10.433333333333334,1.2333333333333334,338.1111111111111,0.11808510638297873,32.37234042553192,8.383928571428571,28357.766666666666,5.0,1,0,1,1,-0.7526571409837672,-0.21287697432333827
Startup_693,2016-01-01,France,Europe,Healthcare,IPO,Late Stage,Small,Medium,Medium,High,"Python, AI",224.0,598.0,488.0,31.02,2.0,3329797.0,0.8146911519198664,0.3739565943238731,51.786310517529216,162.66666666666666,74.66666666666667,10340.0,0.45807770961145194,63.43558282208589,2.168888888888889,1109932.3333333333,5.0,0,1,0,3,8.270578506107693,-0.010245071747954224
Startup_694,2012-01-01,Germany,Europe,Tech,Seed,Early Stage,Large,High,High,High,"Node.js, React",482.0,2747.0,605.0,38.65,68.0,128856.0,0.22016011644832606,0.17540029112081515,14.064774381368268,8.768115942028986,6.9855072463768115,560.1449275362319,0.7953795379537953,63.77887788778878,1.2525879917184266,1867.4782608695652,7.0,1,1,1,1,-0.6362007862817638,-0.19540652087447283
Startup_695,2005-01-01,Australia,Oceania,Energy,Series A,Growth Stage,Large,High,Low,High,"Python, AI",114.0,2636.0,923.0,41.37,22.0,2706169.0,0.35001896094046264,0.04323094425483504,15.688282138794085,40.130434782608695,4.956521739130435,1798.695652173913,0.12337662337662338,44.77272727272727,8.02608695652174,117659.52173913043,7.0,0,0,4,1,0.30401471641928,-0.21550136042318102
Startup_696,2006-01-01,France,Europe,Tech,Seed,Early Stage,Large,High,High,High,"Python, AI",408.0,4020.0,856.0,32.26,58.0,870506.0,0.21288236757025616,0.10146729669236508,8.022879880626709,14.508474576271187,6.915254237288136,546.779661016949,0.47607934655775963,37.64294049008168,2.0929095354523226,14754.338983050848,2.0,0,0,1,1,-0.5388240848815421,-0.23324909450189338
Startup_697,2006-01-01,UK,Europe,AI,Series C,Growth Stage,Medium,High,High,Medium,"PHP, Laravel",335.0,2248.0,850.0,18.91,27.0,3097242.0,0.377945753668297,0.14895509115162295,8.408181413961762,30.357142857142858,11.964285714285714,675.3571428571429,0.3936545240893067,22.220916568742656,2.5297619047619047,110615.78571428571,2.0,0,1,4,1,0.06267372608556633,-0.19853877904322534
Startup_698,2020-01-01,India,Asia,Logistics,Series B,Growth Stage,Large,High,Low,High,"Python, AI",79.0,2996.0,681.0,37.45,57.0,216046.0,0.22722722722722724,0.026359693026359692,12.495829162495829,11.741379310344827,1.3620689655172413,645.6896551724138,0.1158357771260997,54.91202346041056,8.5125,3724.9310344827586,6.0,1,0,1,1,-0.7201983542187939,-0.23911232999481435
Startup_699,2000-01-01,Australia,Oceania,Energy,Series B,Growth Stage,Small,Medium,High,High,"Node.js, React",481.0,1115.0,476.0,33.28,51.0,1634442.0,0.4265232974910394,0.43100358422939067,29.82078853046595,9.153846153846153,9.25,640.0,1.0083857442348008,69.76939203354297,0.9875518672199171,31431.576923076922,7.0,0,1,1,1,-0.47672148906107603,-0.05304888670210041
Startup_700,2022-01-01,USA,North America,Gaming,Series A,Growth Stage,Large,High,High,High,"PHP, Laravel",456.0,3556.0,618.0,42.4,96.0,2310608.0,0.17374191734607816,0.12819791959516447,11.920157436041608,6.371134020618556,4.701030927835052,437.11340206185565,0.7366720516962844,68.49757673667204,1.3522975929978118,23820.701030927834,3.0,0,0,1,1,-0.6966950640136689,-0.22217357273860178
Startup_701,2009-01-01,Germany,Europe,FinTech,IPO,Late Stage,Small,Low,High,High,"Python, AI",443.0,950.0,104.0,39.78,86.0,1115128.0,0.10935856992639327,0.4658254468980021,41.829652996845425,1.1954022988505748,5.091954022988506,457.2413793103448,4.219047619047619,378.85714285714283,0.23423423423423423,12817.563218390804,3.0,1,1,1,1,-0.7633139181619308,-0.0613681594697249
Startup_702,2012-01-01,Australia,Oceania,FinTech,Series C,Growth Stage,Medium,High,Medium,High,"Node.js, React",210.0,2419.0,692.0,48.73,5.0,4175012.0,0.2859504132231405,0.08677685950413223,20.136363636363637,115.33333333333333,35.0,8121.666666666667,0.30303030303030304,70.31746031746032,3.279620853080569,695835.3333333334,6.0,0,0,0,3,5.067527892926065,-0.22958384911989044
Startup_703,2020-01-01,Brazil,South America,AI,Series C,Growth Stage,Medium,Low,High,High,"Python, AI",415.0,1456.0,191.0,40.33,66.0,1493226.0,0.13109128345916266,0.2848318462594372,27.68016472203157,2.8507462686567164,6.1940298507462686,601.9402985074627,2.1614583333333335,210.05208333333334,0.45913461538461536,22286.955223880595,5.0,0,0,1,1,-0.6605940951415961,-0.14504916110112862
Startup_704,2013-01-01,India,Asia,FinTech,IPO,Late Stage,Medium,High,Medium,Low,"C++, ML",248.0,2198.0,623.0,8.35,53.0,4985906.0,0.2833105957253297,0.11277853569804457,3.797180536607549,11.537037037037036,4.592592592592593,154.62962962962962,0.3974358974358974,13.381410256410257,2.502008032128514,92331.5925925926,9.0,1,1,1,1,-0.5306695462482798,-0.23227146304573507
Startup_705,2012-01-01,Japan,Asia,EdTech,Series A,Growth Stage,Large,High,Medium,High,"Java, Spring",192.0,2539.0,997.0,39.14,79.0,4840485.0,0.39251968503937007,0.07559055118110236,15.409448818897637,12.4625,2.4,489.25,0.19238476953907815,39.21843687374749,5.16580310880829,60506.0625,5.0,0,1,1,1,-0.5746671692034249,-0.19743386047796832
Startup_706,2012-01-01,USA,North America,Energy,IPO,Late Stage,Large,Medium,High,High,"Java, Spring",318.0,4928.0,408.0,35.7,47.0,494064.0,0.08277541083384053,0.06451612903225806,7.242848447961046,8.5,6.625,743.75,0.7775061124694377,87.28606356968216,1.2789968652037618,10293.0,9.0,0,0,1,1,-0.5808713328868954,-0.2648272448573327
Startup_707,2011-01-01,UK,Europe,FoodTech,Series A,Growth Stage,Large,Low,High,Medium,"Java, Spring",451.0,4353.0,1.0,23.85,61.0,2369832.0,0.00022967386311437759,0.10358291226458428,5.477721635277906,0.016129032258064516,7.274193548387097,384.6774193548387,225.5,11925.0,0.0022123893805309734,38223.096774193546,2.0,1,0,2,2,-0.19005520884439236,-0.3368050162864031
Startup_708,2014-01-01,Canada,North America,EdTech,IPO,Late Stage,Large,Low,High,Low,"Node.js, React",453.0,3051.0,90.0,1.49,74.0,4507386.0,0.02948885976408912,0.14842726081258192,0.48820445609436436,1.2,6.04,19.866666666666667,4.978021978021978,16.373626373626372,0.19823788546255505,60098.48,6.0,1,1,1,1,-0.7296302517651134,-0.2689132314789427
Startup_709,2016-01-01,India,Asia,FinTech,Series C,Growth Stage,Large,Low,High,Low,"Java, Spring",436.0,2789.0,24.0,5.18,64.0,1654295.0,0.008602150537634409,0.15627240143369175,1.8566308243727598,0.36923076923076925,6.707692307692308,79.6923076923077,17.44,207.2,0.05491990846681922,25450.69230769231,2.0,0,1,1,1,-0.774540945311164,-0.2721896646357408
Startup_710,2016-01-01,Australia,Oceania,Energy,IPO,Late Stage,Large,High,High,High,"PHP, Laravel",458.0,3282.0,714.0,34.74,2.0,2161770.0,0.21748400852878466,0.139506548888212,10.581784952787086,238.0,152.66666666666666,11580.0,0.6405594405594406,48.58741258741259,1.5555555555555556,720590.0,8.0,0,1,0,3,10.437850462682627,-0.25027587876707086
Startup_711,2003-01-01,Brazil,South America,AI,Series A,Growth Stage,Large,Medium,High,Medium,"Node.js, React",440.0,3297.0,376.0,22.52,50.0,2537107.0,0.11400848999393572,0.1334141904184354,6.8283808368708305,7.372549019607843,8.627450980392156,441.5686274509804,1.16710875331565,59.734748010610076,0.8526077097505669,49747.19607843137,6.0,1,1,1,1,-0.5172453313667986,-0.24270499427609477
Startup_712,2006-01-01,USA,North America,Tech,Series C,Growth Stage,Large,High,Low,High,"PHP, Laravel",54.0,2758.0,587.0,26.18,91.0,4287239.0,0.21275824574121058,0.019572308807538963,9.488945270025372,6.380434782608695,0.5869565217391305,284.5652173913044,0.09183673469387756,44.523809523809526,10.672727272727272,46600.42391304348,2.0,0,0,1,1,-0.786410352284165,-0.25056979902664644
Startup_713,2019-01-01,Canada,North America,Healthcare,IPO,Late Stage,Large,High,Medium,High,"Node.js, React",216.0,2584.0,838.0,36.44,6.0,3078936.0,0.3241779497098646,0.08355899419729207,14.096711798839458,119.71428571428571,30.857142857142858,5205.714285714285,0.25744934445768775,43.4326579261025,3.8617511520737327,439848.0,8.0,1,1,0,3,3.622180875084844,-0.23091054336614522
Startup_714,2019-01-01,Brazil,South America,EdTech,Series A,Growth Stage,Small,Low,High,Low,"Node.js, React",409.0,646.0,130.0,9.64,42.0,3195866.0,0.2009273570324575,0.6321483771251932,14.89953632148377,3.0232558139534884,9.511627906976743,224.1860465116279,3.122137404580153,73.58778625954199,0.3170731707317073,74322.46511627907,7.0,1,0,4,1,-0.5337708775712515,-0.06375283423326304
Startup_715,2006-01-01,France,Europe,EdTech,Seed,Early Stage,Medium,High,Medium,Medium,"PHP, Laravel",230.0,1568.0,893.0,14.96,19.0,4116229.0,0.5691523263224985,0.14659018483110262,9.534735500318675,44.65,11.5,748.0,0.25727069351230425,16.7337807606264,3.865800865800866,205811.45,6.0,1,0,4,1,0.49130705190067253,-0.17285406271858658
Startup_716,2014-01-01,France,Europe,Energy,IPO,Late Stage,Large,Medium,Low,Medium,"PHP, Laravel",111.0,3082.0,258.0,13.04,61.0,3464589.0,0.08368472267272138,0.03600389231268245,4.229646448264678,4.161290322580645,1.7903225806451613,210.32258064516128,0.42857142857142855,50.34749034749035,2.3035714285714284,55880.467741935485,5.0,0,0,1,1,-0.771666411953354,-0.28177428089948786
Startup_717,2003-01-01,Brazil,South America,FinTech,Series B,Growth Stage,Large,High,High,Medium,"Node.js, React",461.0,4627.0,558.0,23.15,10.0,2920759.0,0.1205704407951599,0.09961106309420917,5.002160760587727,50.72727272727273,41.90909090909091,2104.5454545454545,0.8246869409660107,41.41323792486583,1.2077922077922079,265523.54545454547,9.0,1,1,4,1,1.8204460384034777,-0.26565378235539755
Startup_718,2003-01-01,USA,North America,EdTech,Series A,Growth Stage,Small,Medium,Low,Low,"C++, ML",63.0,7.0,302.0,10.74,87.0,1395765.0,37.75,7.875,1342.5,3.4318181818181817,0.7159090909090909,122.04545454545455,0.2079207920792079,35.445544554455445,4.71875,15860.96590909091,3.0,0,1,1,1,-0.8956053567873609,10.759887874869218
Startup_719,2021-01-01,Germany,Europe,EdTech,Series C,Growth Stage,Large,Medium,High,High,"Python, AI",392.0,3664.0,386.0,48.54,7.0,962816.0,0.1053206002728513,0.10695770804911324,13.244201909959072,48.25,49.0,6067.5,1.0129198966408268,125.42635658914729,0.9821882951653944,120352.0,6.0,1,1,4,1,2.583876652930065,-0.2369500200472709
Startup_720,2008-01-01,Japan,Asia,Logistics,Seed,Early Stage,Medium,Medium,Medium,High,"C++, ML",177.0,2083.0,436.0,37.07,61.0,740454.0,0.2092130518234165,0.08493282149712092,17.787907869481767,7.032258064516129,2.8548387096774195,597.9032258064516,0.40503432494279173,84.8283752860412,2.449438202247191,11942.806451612903,1.0,1,1,1,1,-0.7263525898058554,-0.21505692323607542
Startup_721,2005-01-01,Japan,Asia,E-commerce,IPO,Late Stage,Medium,Low,High,High,"Node.js, React",323.0,1713.0,192.0,37.9,56.0,3112283.0,0.11201866977829639,0.18844807467911318,22.112018669778298,3.3684210526315788,5.666666666666667,664.9122807017544,1.6735751295336787,196.37305699481865,0.5925925925925926,54601.45614035088,9.0,1,0,1,1,-0.5690922252357987,-0.19066724569440247
Startup_722,2009-01-01,France,Europe,Gaming,Seed,Early Stage,Large,High,Medium,Medium,"PHP, Laravel",210.0,2966.0,852.0,24.68,46.0,821524.0,0.2871587462082912,0.07077856420626896,8.318166498146276,18.127659574468087,4.468085106382978,525.1063829787234,0.246189917936694,28.933177022274325,4.037914691943128,17479.23404255319,8.0,0,0,1,1,-0.5554479282555359,-0.23027961742193423
Startup_723,2022-01-01,Canada,North America,EdTech,IPO,Late Stage,Large,High,High,Medium,"C++, ML",471.0,2785.0,531.0,24.3,51.0,101191.0,0.19059583632447955,0.16905958363244794,8.722182340272793,10.211538461538462,9.057692307692308,467.3076923076923,0.8853383458646616,45.67669172932331,1.125,1945.9807692307693,4.0,1,0,1,1,-0.5899109182433122,-0.21432259463055287
Startup_724,2018-01-01,France,Europe,Gaming,IPO,Late Stage,Large,Medium,Medium,High,"Node.js, React",218.0,3738.0,411.0,39.98,18.0,3467864.0,0.10992243915485424,0.058304359454399574,10.692698582508692,21.63157894736842,11.473684210526315,2104.2105263157896,0.529126213592233,97.03883495145631,1.8767123287671232,182519.15789473685,5.0,0,1,4,1,0.4888309362015713,-0.2613392978348343
Startup_725,2014-01-01,Canada,North America,Logistics,IPO,Late Stage,Small,Medium,High,Medium,"C++, ML",269.0,1138.0,321.0,22.3,92.0,4735570.0,0.28182616330114135,0.23617208077260754,19.578577699736613,3.4516129032258065,2.89247311827957,239.78494623655914,0.8354037267080745,69.25465838509317,1.1888888888888889,50920.10752688172,2.0,0,0,1,1,-0.7559956199718193,-0.157294812196577
Startup_726,2003-01-01,France,Europe,AI,Series C,Growth Stage,Large,High,Low,Medium,"Node.js, React",9.0,3156.0,611.0,19.08,18.0,4838069.0,0.19353816914792524,0.0028508077288565093,6.0437123851758,32.1578947368421,0.47368421052631576,1004.2105263157895,0.014705882352941176,31.176470588235293,61.1,254635.2105263158,1.0,1,0,4,1,0.21224516892442735,-0.2499553867582999
